,GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
2533,COUNTRIES,ATG,Antigua and Barbuda,2018.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1045.0,1045.0,100.0
2534,COUNTRIES,ATG,Antigua and Barbuda,2018.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1045.0,995.0,95.0
2535,COUNTRIES,ATG,Antigua and Barbuda,2018.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1045.0,995.0,95.0
2536,COUNTRIES,ATG,Antigua and Barbuda,2018.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1045.0,995.0,95.0
2537,COUNTRIES,ATG,Antigua and Barbuda,2018.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1045.0,1045.0,100.0
2538,COUNTRIES,ATG,Antigua and Barbuda,2018.0,IPV2_FRAC,"Fractional inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0.0,0.0,0.0
2539,COUNTRIES,ATG,Antigua and Barbuda,2018.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1053.0,1013.0,96.0
2540,COUNTRIES,ATG,Antigua and Barbuda,2018.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1039.0,989.0,95.0
2541,COUNTRIES,ATG,Antigua and Barbuda,2018.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1039.0,960.0,92.0
2542,COUNTRIES,ATG,Antigua and Barbuda,2018.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1045.0,979.0,94.0
2543,COUNTRIES,ATG,Antigua and Barbuda,2018.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3232.0,345.0,11.0
2544,COUNTRIES,ATG,Antigua and Barbuda,2018.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,3324.0,306.0,9.0
2545,COUNTRIES,ATG,Antigua and Barbuda,2018.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1053.0,1013.0,96.0
2546,COUNTRIES,ATG,Antigua and Barbuda,2018.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1039.0,960.0,92.0
2547,COUNTRIES,ATG,Antigua and Barbuda,2018.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1022.0,809.0,79.0
2548,COUNTRIES,ATG,Antigua and Barbuda,2017.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1166.0,1124.0,96.0
2549,COUNTRIES,ATG,Antigua and Barbuda,2017.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1166.0,1110.0,95.0
2550,COUNTRIES,ATG,Antigua and Barbuda,2017.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1166.0,1110.0,95.0
2551,COUNTRIES,ATG,Antigua and Barbuda,2017.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1166.0,1110.0,95.0
2552,COUNTRIES,ATG,Antigua and Barbuda,2017.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1166.0,1106.0,95.0
2553,COUNTRIES,ATG,Antigua and Barbuda,2017.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1088.0,1087.0,100.0
2554,COUNTRIES,ATG,Antigua and Barbuda,2017.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1081.0,1032.0,95.0
2555,COUNTRIES,ATG,Antigua and Barbuda,2017.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1166.0,1093.0,94.0
2556,COUNTRIES,ATG,Antigua and Barbuda,2017.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1088.0,1087.0,100.0
2557,COUNTRIES,ATG,Antigua and Barbuda,2016.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1200.0,1058.0,88.17
2558,COUNTRIES,ATG,Antigua and Barbuda,2016.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1200.0,1103.0,91.92
2559,COUNTRIES,ATG,Antigua and Barbuda,2016.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1200.0,1103.0,91.92
2560,COUNTRIES,ATG,Antigua and Barbuda,2016.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1200.0,1103.0,91.92
2561,COUNTRIES,ATG,Antigua and Barbuda,2016.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1200.0,1037.0,86.4
2562,COUNTRIES,ATG,Antigua and Barbuda,2016.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1246.0,1095.0,87.88
2563,COUNTRIES,ATG,Antigua and Barbuda,2016.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,976.0,666.0,68.24
2564,COUNTRIES,ATG,Antigua and Barbuda,2016.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1200.0,1041.0,86.75
2565,COUNTRIES,ATG,Antigua and Barbuda,2016.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1246.0,1095.0,87.88
2566,COUNTRIES,ATG,Antigua and Barbuda,2015.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1080.0,1117.0,103.43
2567,COUNTRIES,ATG,Antigua and Barbuda,2015.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1080.0,1082.0,100.19
2568,COUNTRIES,ATG,Antigua and Barbuda,2015.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1080.0,1082.0,100.19
2569,COUNTRIES,ATG,Antigua and Barbuda,2015.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1080.0,1082.0,100.19
2570,COUNTRIES,ATG,Antigua and Barbuda,2015.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1080.0,230.0,21.3
2571,COUNTRIES,ATG,Antigua and Barbuda,2015.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1080.0,1101.0,101.94
2572,COUNTRIES,ATG,Antigua and Barbuda,2015.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1080.0,932.0,86.3
2573,COUNTRIES,ATG,Antigua and Barbuda,2014.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1050.0,1084.0,103.24
2574,COUNTRIES,ATG,Antigua and Barbuda,2014.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1050.0,1084.0,103.24
2575,COUNTRIES,ATG,Antigua and Barbuda,2014.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1050.0,1084.0,103.24
2576,COUNTRIES,ATG,Antigua and Barbuda,2014.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1050.0,1055.0,100.48
2577,COUNTRIES,ATG,Antigua and Barbuda,2014.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1050.0,1062.0,101.0
2578,COUNTRIES,ATG,Antigua and Barbuda,2013.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1063.0,1040.0,97.84
2579,COUNTRIES,ATG,Antigua and Barbuda,2013.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1063.0,1050.0,98.78
2580,COUNTRIES,ATG,Antigua and Barbuda,2013.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1063.0,1050.0,98.78
2581,COUNTRIES,ATG,Antigua and Barbuda,2013.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1063.0,1050.0,98.78
2582,COUNTRIES,ATG,Antigua and Barbuda,2013.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1063.0,1046.0,98.4
2583,COUNTRIES,ATG,Antigua and Barbuda,2012.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1215.0,1190.0,97.94
2584,COUNTRIES,ATG,Antigua and Barbuda,2012.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1215.0,1196.0,98.44
2585,COUNTRIES,ATG,Antigua and Barbuda,2012.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1215.0,1196.0,98.44
2586,COUNTRIES,ATG,Antigua and Barbuda,2012.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1215.0,1196.0,98.44
2587,COUNTRIES,ATG,Antigua and Barbuda,2012.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1215.0,1217.0,100.16
2588,COUNTRIES,ATG,Antigua and Barbuda,2012.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1215.0,1196.0,98.44
2589,COUNTRIES,ATG,Antigua and Barbuda,2012.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1215.0,1217.0,100.16
2590,COUNTRIES,ATG,Antigua and Barbuda,2011.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1038.0,775.0,74.66
2591,COUNTRIES,ATG,Antigua and Barbuda,2011.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1038.0,1022.0,98.46
2592,COUNTRIES,ATG,Antigua and Barbuda,2011.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1038.0,1022.0,98.46
2593,COUNTRIES,ATG,Antigua and Barbuda,2011.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1038.0,1022.0,98.5
2594,COUNTRIES,ATG,Antigua and Barbuda,2011.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1038.0,1036.0,99.81
2595,COUNTRIES,ATG,Antigua and Barbuda,2011.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1038.0,1028.0,99.04
2596,COUNTRIES,ATG,Antigua and Barbuda,2011.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1038.0,1036.0,99.81
2597,COUNTRIES,ATG,Antigua and Barbuda,2010.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1366.0,1235.0,90.41
2598,COUNTRIES,ATG,Antigua and Barbuda,2010.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1366.0,1344.0,98.39
2599,COUNTRIES,ATG,Antigua and Barbuda,2010.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1366.0,1344.0,98.39
2600,COUNTRIES,ATG,Antigua and Barbuda,2010.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1366.0,1344.0,98.39
2601,COUNTRIES,ATG,Antigua and Barbuda,2010.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1366.0,1342.0,98.24
2602,COUNTRIES,ATG,Antigua and Barbuda,2010.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1366.0,1354.0,99.12
2603,COUNTRIES,ATG,Antigua and Barbuda,2010.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1366.0,1342.0,98.24
2604,COUNTRIES,ATG,Antigua and Barbuda,2009.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1438.0,1364.0,94.9
2605,COUNTRIES,ATG,Antigua and Barbuda,2009.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1438.0,1358.0,94.44
2606,COUNTRIES,ATG,Antigua and Barbuda,2009.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1438.0,1358.0,94.44
2607,COUNTRIES,ATG,Antigua and Barbuda,2009.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1438.0,1358.0,94.44
2608,COUNTRIES,ATG,Antigua and Barbuda,2009.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1438.0,1430.0,99.44
2609,COUNTRIES,ATG,Antigua and Barbuda,2009.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1438.0,1302.0,90.54
2610,COUNTRIES,ATG,Antigua and Barbuda,2009.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1438.0,1401.0,97.43
2611,COUNTRIES,ATG,Antigua and Barbuda,2009.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1438.0,1430.0,99.44
2612,COUNTRIES,ATG,Antigua and Barbuda,2008.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1365.0,1449.0,106.0
2613,COUNTRIES,ATG,Antigua and Barbuda,2008.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1365.0,1395.0,102.0
2614,COUNTRIES,ATG,Antigua and Barbuda,2008.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1365.0,1385.0,101.0
2615,COUNTRIES,ATG,Antigua and Barbuda,2008.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1365.0,1385.0,101.0
2616,COUNTRIES,ATG,Antigua and Barbuda,2008.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1365.0,1440.0,105.0
2617,COUNTRIES,ATG,Antigua and Barbuda,2008.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1431.0,1192.0,83.3
2618,COUNTRIES,ATG,Antigua and Barbuda,2008.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1365.0,1359.0,100.0
2619,COUNTRIES,ATG,Antigua and Barbuda,2008.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1365.0,1440.0,105.49
2620,COUNTRIES,ATG,Antigua and Barbuda,2007.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1244.0,1300.0,105.0
2621,COUNTRIES,ATG,Antigua and Barbuda,2007.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1244.0,1229.0,99.0
2622,COUNTRIES,ATG,Antigua and Barbuda,2007.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1244.0,1218.0,98.0
2623,COUNTRIES,ATG,Antigua and Barbuda,2007.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1244.0,1211.0,97.0
2624,COUNTRIES,ATG,Antigua and Barbuda,2007.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1244.0,1230.0,99.0
2625,COUNTRIES,ATG,Antigua and Barbuda,2007.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1287.0,1008.0,78.32
2626,COUNTRIES,ATG,Antigua and Barbuda,2006.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1221.0,1182.0,97.0
2627,COUNTRIES,ATG,Antigua and Barbuda,2006.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1278.0,1281.0,100.0
2628,COUNTRIES,ATG,Antigua and Barbuda,2006.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1278.0,1288.0,101.0
2629,COUNTRIES,ATG,Antigua and Barbuda,2006.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1278.0,1283.0,100.0
2630,COUNTRIES,ATG,Antigua and Barbuda,2006.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1264.0,1264.0,100.0
2631,COUNTRIES,ATG,Antigua and Barbuda,2006.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1240.0,837.0,67.5
2632,COUNTRIES,ATG,Antigua and Barbuda,2005.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1283.0,1283.0,100.0
2633,COUNTRIES,ATG,Antigua and Barbuda,2005.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1283.0,1281.0,99.84
2634,COUNTRIES,ATG,Antigua and Barbuda,2005.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1283.0,1286.0,100.23
2635,COUNTRIES,ATG,Antigua and Barbuda,2005.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1283.0,1269.0,98.9
2636,COUNTRIES,ATG,Antigua and Barbuda,2005.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1392.0,1392.0,100.0
2637,COUNTRIES,ATG,Antigua and Barbuda,2005.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,2426.0,1122.0,46.25
2638,COUNTRIES,ATG,Antigua and Barbuda,2005.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1283.0,1257.0,97.97
2639,COUNTRIES,ATG,Antigua and Barbuda,2005.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1392.0,1392.0,100.0
2640,COUNTRIES,ATG,Antigua and Barbuda,2004.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1255.0,1138.0,91.0
2641,COUNTRIES,ATG,Antigua and Barbuda,2004.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1255.0,1215.0,97.0
2642,COUNTRIES,ATG,Antigua and Barbuda,2004.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1255.0,1217.0,97.0
2643,COUNTRIES,ATG,Antigua and Barbuda,2004.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1255.0,1214.0,97.0
2644,COUNTRIES,ATG,Antigua and Barbuda,2003.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1213.0,1236.0,99.0
2645,COUNTRIES,ATG,Antigua and Barbuda,2003.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1213.0,1236.0,99.0
2646,COUNTRIES,ATG,Antigua and Barbuda,2003.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1213.0,1236.0,99.0
2647,COUNTRIES,ATG,Antigua and Barbuda,2003.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1213.0,1217.0,99.0
2648,COUNTRIES,ATG,Antigua and Barbuda,2003.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1213.0,1275.0,99.0
2649,COUNTRIES,ATG,Antigua and Barbuda,2002.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1318.0,1290.0,98.0
2650,COUNTRIES,ATG,Antigua and Barbuda,2002.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1318.0,1290.0,98.0
2651,COUNTRIES,ATG,Antigua and Barbuda,2002.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1318.0,1673.0,127.0
2652,COUNTRIES,ATG,Antigua and Barbuda,2002.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1318.0,1191.0,90.3
2653,COUNTRIES,ATG,Antigua and Barbuda,2002.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1318.0,18.0,1.4
2654,COUNTRIES,ATG,Antigua and Barbuda,2001.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1593.0,1422.0,89.3
2655,COUNTRIES,ATG,Antigua and Barbuda,2001.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1593.0,1562.0,98.0
2656,COUNTRIES,ATG,Antigua and Barbuda,2001.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1593.0,1530.0,96.0
2657,COUNTRIES,ATG,Antigua and Barbuda,2001.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1593.0,1540.0,96.6
2658,COUNTRIES,ATG,Antigua and Barbuda,2001.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1593.0,1589.0,99.7
2659,COUNTRIES,AUS,Australia,2023.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,157142.0,123754.0,79.0
2660,COUNTRIES,AUS,Australia,2023.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,165315.0,124240.0,75.0
2661,COUNTRIES,AUS,Australia,2023.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,304971.0,281436.0,92.28
2662,COUNTRIES,AUS,Australia,2023.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,307817.0,289805.0,94.15
2663,COUNTRIES,AUS,Australia,2023.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,294182.0,275502.0,93.65
2664,COUNTRIES,AUS,Australia,2023.0,FLU_CHILD1,Influenza child age group 1,ADMIN,Administrative coverage,1600000.0,492597.0,30.78
2665,COUNTRIES,AUS,Australia,2023.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,294182.0,276847.0,94.11
2666,COUNTRIES,AUS,Australia,2023.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,294182.0,275258.0,93.57
2667,COUNTRIES,AUS,Australia,2023.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,304971.0,278986.0,91.48
2668,COUNTRIES,AUS,Australia,2023.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,304971.0,282563.0,92.65
2669,COUNTRIES,AUS,Australia,2023.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,294182.0,280371.0,95.31
2670,COUNTRIES,AUS,Australia,2023.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,304971.0,281436.0,92.28
2671,COUNTRIES,AUS,Australia,2023.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,294182.0,275444.0,93.63
2672,COUNTRIES,AUS,Australia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,158175.0,112884.0,71.0
2673,COUNTRIES,AUS,Australia,2023.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,166462.0,108449.0,65.0
2674,COUNTRIES,AUS,Australia,2023.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,158175.0,112884.0,71.0
2675,COUNTRIES,AUS,Australia,2023.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,166462.0,108449.0,65.0
2676,COUNTRIES,AUS,Australia,2023.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,294182.0,258266.0,87.79
2677,COUNTRIES,AUS,Australia,2023.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,294182.0,257108.0,87.4
2678,COUNTRIES,AUS,Australia,2023.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,304971.0,281436.0,92.28
2679,COUNTRIES,AUS,Australia,2023.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,307817.0,289805.0,94.15
2680,COUNTRIES,AUS,Australia,2022.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,167629.0,138981.0,83.0
2681,COUNTRIES,AUS,Australia,2022.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,159338.0,127897.0,80.0
2682,COUNTRIES,AUS,Australia,2022.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,167629.0,128552.0,77.0
2683,COUNTRIES,AUS,Australia,2022.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,292058.0,271682.0,93.02
2684,COUNTRIES,AUS,Australia,2022.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,313029.0,295708.0,94.47
2685,COUNTRIES,AUS,Australia,2022.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,300521.0,283073.0,94.19
2686,COUNTRIES,AUS,Australia,2022.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,300521.0,283406.0,94.3
2687,COUNTRIES,AUS,Australia,2022.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,300521.0,282958.0,94.16
2688,COUNTRIES,AUS,Australia,2022.0,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,159338.0,127897.0,80.27
2689,COUNTRIES,AUS,Australia,2022.0,HPV_MALE,"HPV Male, final dose",ADMIN,Administrative coverage,167629.0,128552.0,76.69
2690,COUNTRIES,AUS,Australia,2022.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,298058.0,286161.0,96.01
2691,COUNTRIES,AUS,Australia,2022.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,298058.0,272323.0,91.37
2692,COUNTRIES,AUS,Australia,2022.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,300521.0,287610.0,95.7
2693,COUNTRIES,AUS,Australia,2022.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,292058.0,271682.0,93.02
2694,COUNTRIES,AUS,Australia,2022.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,300521.0,283028.0,94.18
2695,COUNTRIES,AUS,Australia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,157603.0,120605.0,77.0
2696,COUNTRIES,AUS,Australia,2022.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,165845.0,118783.0,72.0
2697,COUNTRIES,AUS,Australia,2022.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,157603.0,90677.0,58.0
2698,COUNTRIES,AUS,Australia,2022.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,165845.0,85524.0,52.0
